Part No.,Part Description,Vehicle Identification No.(VIN),Supplier,Defect Code,Defect Description/Reason,Service Cost($),Replacement Cost,Claim Value($),Possible Causes,Responsibility,Possible Causes Source,Claim Source,Claim Source
28392854,Intake air temperature sensor,2HGMK41JXMN201194,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Intake Air Temperature (IAT) Too High,$42.00,$137.00,$95.00,Low fluid level,Dealer,https://www.troublecodes.net/pcodes/p0127/,"https://repairpal.com/estimator/intake-air-temperature-iat-sensor-replacement-cost#:~:text=The%20average%20cost%20for%20intake,repairs%20may%20also%20be%20needed.",
28392855,Intake air temperature sensor,2HGMK41JXMN201195,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Intake Air Temperature (IAT) Too High,$42.00,$137.00,$95.00,Fluid leakage,Dealer,https://www.troublecodes.net/pcodes/p0127/,"https://repairpal.com/estimator/intake-air-temperature-iat-sensor-replacement-cost#:~:text=The%20average%20cost%20for%20intake,repairs%20may%20also%20be%20needed.",
28392856,Intake air temperature sensor,2HGMK41JXMN201196,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Intake Air Temperature (IAT) Too High,$42.00,$137.00,$95.00,CAC pump or relay failure,Dealer,https://www.troublecodes.net/pcodes/p0127/,"https://repairpal.com/estimator/intake-air-temperature-iat-sensor-replacement-cost#:~:text=The%20average%20cost%20for%20intake,repairs%20may%20also%20be%20needed.",
28392857,Intake air temperature sensor,2HGMK41JXMN201197,"Denso Kirloskar Industries Private Limited, Bengaluru",P0114,Intake Air Temperature (IAT) Too High,$42.00,$137.00,$95.00,Crossed CAC coolant lines,Dealer,https://www.troublecodes.net/pcodes/p0127/,"https://repairpal.com/estimator/intake-air-temperature-iat-sensor-replacement-cost#:~:text=The%20average%20cost%20for%20intake,repairs%20may%20also%20be%20needed.",
28392858,thermostat monitor,2HGMK41JXMN201198,Genuine Filtration for Cummins B & L Series Engines,P0128,Coolant Thermostat (Coolant Temperature Below Thermostat Regulating Temperature,$105.00,$298.00,$193.00,Insufficient warm up time,Dealer,"https://www.kbb.com/obd-ii/p0128/#:~:text=Error%20code%20P0128%20indicates%20that,cooler%20than%20it's%20supposed%20to.",https://www.engine-codes.com/p012b.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392859,thermostat monitor,2HGMK41JXMN201199,Genuine Filtration for Cummins B & L Series Engines,P0128,Coolant Thermostat (Coolant Temperature Below Thermostat Regulating Temperature,$105.00,$298.00,$193.00,Low engine coolant level,Dealer,"https://www.kbb.com/obd-ii/p0128/#:~:text=Error%20code%20P0128%20indicates%20that,cooler%20than%20it's%20supposed%20to.",https://www.engine-codes.com/p012b.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392860,thermostat monitor,2HGMK41JXMN201200,Genuine Filtration for Cummins B & L Series Engines,P0128,Coolant Thermostat (Coolant Temperature Below Thermostat Regulating Temperature,$105.00,$298.00,$193.00,Leaking or stuck open thermostat,Dealer,"https://www.kbb.com/obd-ii/p0128/#:~:text=Error%20code%20P0128%20indicates%20that,cooler%20than%20it's%20supposed%20to.",https://www.engine-codes.com/p012b.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392861,thermostat monitor,2HGMK41JXMN201201,Genuine Filtration for Cummins B & L Series Engines,P0128,Coolant Thermostat (Coolant Temperature Below Thermostat Regulating Temperature,$105.00,$298.00,$193.00,Inoperative engine coolant temperature (ECT) sensor,Dealer,"https://www.kbb.com/obd-ii/p0128/#:~:text=Error%20code%20P0128%20indicates%20that,cooler%20than%20it's%20supposed%20to.",https://www.engine-codes.com/p012b.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392862,thermostat monitor,2HGMK41JXMN201202,Genuine Filtration for Cummins B & L Series Engines,P0128,Coolant Thermostat (Coolant Temperature Below Thermostat Regulating Temperature,$105.00,$298.00,$193.00,Inoperative cylinder head temperature (CHT) sensor,Dealer,"https://www.kbb.com/obd-ii/p0128/#:~:text=Error%20code%20P0128%20indicates%20that,cooler%20than%20it's%20supposed%20to.",https://www.engine-codes.com/p012b.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392863,Manifold Absolute Pressure,2HGMK41JXMN201203,Pacco Industrial Corporation,P0114,Turbocharger/Supercharger Inlet Pressure Sensor Circuit Range/Performance,$75.00,$214.00,$139.00,Slow responding MAP sensor,Dealer,https://partsavatar.ca/p012b-obd-ii-trouble-code-turbo-supercharger-inlet-pressure-sensor-circuit-range-performance-air-filter,https://www.engine-codes.com/p012b.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392864,Manifold Absolute Pressure,2HGMK41JXMN201204,Pacco Industrial Corporation,P0114,Turbocharger/Supercharger Inlet Pressure Sensor Circuit Range/Performance,$75.00,$214.00,$139.00,Electrical circuit failure,Dealer,https://partsavatar.ca/p012b-obd-ii-trouble-code-turbo-supercharger-inlet-pressure-sensor-circuit-range-performance-air-filter,https://www.engine-codes.com/p012b.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392865,Manifold Absolute Pressure,2HGMK41JXMN201205,Pacco Industrial Corporation,P0114,Turbocharger/Supercharger Inlet Pressure Sensor Circuit Range/Performance,$75.00,$244.00,$169.00,Damaged MAP sensor,OEM,https://partsavatar.ca/p012b-obd-ii-trouble-code-turbo-supercharger-inlet-pressure-sensor-circuit-range-performance-air-filter,https://www.engine-codes.com/p012b.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392866,Manifold Absolute Pressure,2HGMK41JXMN201206,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit Low,$90.00,$226.00,$136.00,"Open in the circuit, or short to ground",Dealer,https://www.obd-codes.com/p012b,https://www.engine-codes.com/p012c.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392867,Manifold Absolute Pressure,3HGMK41JXMN201191,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit Low,$90.00,$226.00,$136.00,"VREF circuit open, or short to ground",OEM,https://www.obd-codes.com/p012b,https://www.engine-codes.com/p012c.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392868,Manifold Absolute Pressure,3HGMK41JXMN201192,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit Low,$90.00,$259.00,$169.00,Damaged MAP sensor,Supplier,https://www.obd-codes.com/p012b,https://www.engine-codes.com/p012c.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392869,Manifold Absolute Pressure,3HGMK41JXMN201193,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit High,$110.00,$246.00,$136.00,VREF shorted to VPWR,Dealer,"https://www.carparts.com/blog/p012d-code-turbo-supercharger-inlet-pressure-sensor-circuit-high/#:~:text=Turbochargers%20and%20superchargers%20increase%20the,TCIP%20sensor%20is%20too%20high.",https://www.engine-codes.com/p012d.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392870,Manifold Absolute Pressure,3HGMK41JXMN201194,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit High,$110.00,$246.00,$136.00,MAP signal shorted to VPWR,Dealer,"https://www.carparts.com/blog/p012d-code-turbo-supercharger-inlet-pressure-sensor-circuit-high/#:~:text=Turbochargers%20and%20superchargers%20increase%20the,TCIP%20sensor%20is%20too%20high.",https://www.engine-codes.com/p012d.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392871,Manifold Absolute Pressure,3HGMK41JXMN201195,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit High,$110.00,$246.00,$136.00,VREF short to voltage,Dealer,"https://www.carparts.com/blog/p012d-code-turbo-supercharger-inlet-pressure-sensor-circuit-high/#:~:text=Turbochargers%20and%20superchargers%20increase%20the,TCIP%20sensor%20is%20too%20high.",https://www.engine-codes.com/p012d.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392872,Manifold Absolute Pressure,3HGMK41JXMN201196,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit High,$110.00,$246.00,$136.00,Open circuit,Dealer,"https://www.carparts.com/blog/p012d-code-turbo-supercharger-inlet-pressure-sensor-circuit-high/#:~:text=Turbochargers%20and%20superchargers%20increase%20the,TCIP%20sensor%20is%20too%20high.",https://www.engine-codes.com/p012d.html,https://repairpal.com/estimator/map-sensor-replacement-cost
28392873,Manifold Absolute Pressure,3HGMK41JXMN201197,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit Intermittent/Erratic,$120.00,$256.00,$136.00,Loose electrical connection,Dealer,https://www.obd-codes.com/p012e,https://repairpal.com/estimator/map-sensor-replacement-cost,
28392874,Manifold Absolute Pressure,3HGMK41JXMN201198,Pacco Industrial Corporation,P0128,Turbocharger/Supercharger Inlet Pressure Sensor Circuit Intermittent/Erratic,$120.00,$289.00,$169.00,Damaged manifold absolute pressure (MAP) sensor,OEM,https://www.obd-codes.com/p012e,https://repairpal.com/estimator/map-sensor-replacement-cost,
28392875,Oxygen Sensor,3HGMK41JXMN201199,NTK oxygen sensors,P0128,"O2 Circuit High Voltage (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Short to VPWR in the harness or HO2S,Dealer,"https://www.yourmechanic.com/article/p0132-obd-ii-trouble-code-o2-sensor-circuit-high-voltage-bank-1-sensor-1#:~:text=What%20the%20P0132%20code%20means,too%20long%20without%20switching%20back.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392876,Oxygen Sensor,3HGMK41JXMN201200,Noxair Engineering Pvt Ltd,P0128,"O2 Circuit Slow Response (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Contaminated HO2S,Dealer,https://www.yourmechanic.com/article/p0133-obd-ii-trouble-code-o2-sensor-circuit-slow-response-bank-1-sensor-1-by-blake-griffin,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392877,Oxygen Sensor,3HGMK41JXMN201201,NTK oxygen sensors,P0128,"O2 Circuit Slow Response (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Exhaust leaks,OEM,https://www.yourmechanic.com/article/p0133-obd-ii-trouble-code-o2-sensor-circuit-slow-response-bank-1-sensor-1-by-blake-griffin,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392878,Oxygen Sensor,3HGMK41JXMN201202,Noxair Engineering Pvt Ltd,P0128,"O2 Circuit Slow Response (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Short/open wiring,Supplier,https://www.yourmechanic.com/article/p0133-obd-ii-trouble-code-o2-sensor-circuit-slow-response-bank-1-sensor-1-by-blake-griffin,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392879,Oxygen Sensor,3HGMK41JXMN201203,NTK oxygen sensors,P0128,"O2 Circuit Slow Response (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Incorrect fueling,OEM,https://www.yourmechanic.com/article/p0133-obd-ii-trouble-code-o2-sensor-circuit-slow-response-bank-1-sensor-1-by-blake-griffin,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392880,Oxygen Sensor,3HGMK41JXMN201204,Noxair Engineering Pvt Ltd,P0128,"O2 Circuit Slow Response (Bank 1, Sensor 1)",$94.00,$669.00,$575.00,MAF sensor,Dealer,https://www.yourmechanic.com/article/p0133-obd-ii-trouble-code-o2-sensor-circuit-slow-response-bank-1-sensor-1-by-blake-griffin,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392881,Oxygen Sensor,3HGMK41JXMN201205,NTK oxygen sensors,P0128,"O2 Circuit Slow Response (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Deteriorating HO2S,Dealer,https://www.yourmechanic.com/article/p0133-obd-ii-trouble-code-o2-sensor-circuit-slow-response-bank-1-sensor-1-by-blake-griffin,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392882,Oxygen Sensor,3HGMK41JXMN201206,NTK oxygen sensors,P0128,"O2 Circuit Slow Response (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Inlet air leaks,OEM,https://www.yourmechanic.com/article/p0133-obd-ii-trouble-code-o2-sensor-circuit-slow-response-bank-1-sensor-1-by-blake-griffin,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392883,Oxygen Sensor,3HGMK41JXMP201191,NTK oxygen sensors,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$94.00,$669.00,$575.00,Vacuum hose disconnected on exhaust gas recirculation (EGR) system module,Dealer,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392884,Oxygen Sensor,3HGMK41JXMP201192,NTK oxygen sensors,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,(ESM) applications,Dealer,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392885,Oxygen Sensor,3HGMK41JXMP201193,Noxair Engineering Pvt Ltd,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Short to VPWR in the harness or HO2S,Dealer,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392886,Oxygen Sensor,3HGMK41JXMP201194,Noxair Engineering Pvt Ltd,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Water in the harness connector,Dealer,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392887,Oxygen Sensor,3HGMK41JXMP201195,NTK oxygen sensors,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$94.00,$669.00,$575.00,Open VPWR circuit,Dealer,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392888,Oxygen Sensor,3HGMK41JXMP201196,NTK oxygen sensors,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$94.00,$669.00,$575.00,Open GND circuit,Dealer,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392889,Oxygen Sensor,3HGMK41JXMP201197,NTK oxygen sensors,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Low battery voltage,Supplier,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392890,Oxygen Sensor,3HGMK41JXMP201198,NTK oxygen sensors,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$40.00,$153.00,$113.00,Corrosion or incorrect harness connections,Dealer,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392891,Oxygen Sensor,3HGMK41JXMP201199,NTK oxygen sensors,P0128,"O2 Heater Circuit (Bank 1, Sensor 1)",$40.00,$630.00,$590.00,Damaged HO2S heater,Dealer,https://www.fixdapp.com/blog/p0135-code/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392892,Oxygen Sensor,3HGMK41JXMP201200,NTK oxygen sensors,P0128,"O2 Circuit High Voltage (Bank 1, Sensor 2)",$40.00,$153.00,$113.00,Short to VPWR in the harness or HO2S,Dealer,https://www.yourmechanic.com/article/p0138-obd-ii-trouble-codes-o2-sensor-circuit-high-voltage-bank-1-sensor-2-by-jay-safford,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
